green_initiative,employees,man_exp,foreign,fin_obst,,green_strategy,energy_tax,sector
Not Green,20,20,Domestic,No obstcale,,No,No,Construction
Not Green,65,20,Foreign,No obstcale,,No,No,Wholesale
Not Green,14,20,Domestic,No obstcale,,No,No,Food
Not Green,8,15,Foreign,No obstcale,,No,No,Manufacturing
Not Green,6,12,Domestic,Minor obstcale,,No,No,Retail
Not Green,7,3,Domestic,No obstcale,,No,No,Wholesale
Not Green,15,2,Domestic,No obstcale,,No,Yes,Hotel and restaurants
Not Green,7,3,Domestic,No obstcale,,No,No,Food
Not Green,6,20,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,14,30,Domestic,Minor obstcale,,No,No,Hotel and restaurants
Not Green,8,25,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,8,25,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,6,18,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,126,5,Foreign,Moderate obstcale,,No,No,Manufacturing
Not Green,2,26,Domestic,No obstcale,,No,No,Manufacturing
Not Green,6,17,Domestic,No obstcale,,No,No,Manufacturing
Not Green,12,20,Domestic,Minor obstcale,,No,No,Construction
Not Green,5,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,18,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,20,Domestic,No obstcale,,No,No,Manufacturing
Not Green,10,25,Domestic,No obstcale,,No,No,Manufacturing
Not Green,6,20,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,42,28,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,6,8,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,1,4,Domestic,No obstcale,,No,Yes,Hotel and restaurants
Not Green,5,20,Domestic,Minor obstcale,,No,No,Construction
Not Green,6,14,Domestic,No obstcale,,No,No,Construction
Not Green,12,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,4,25,Domestic,Severe obstcale,,No,No,Services
Not Green,7,10,Domestic,Major obstcale,,No,No,Wholesale
Not Green,47,25,Domestic,No obstcale,,No,No,Wholesale
Not Green,21,25,Domestic,No obstcale,,No,No,Retail
Not Green,7,22,Foreign,No obstcale,,No,No,Wholesale
Not Green,5,18,Domestic,Severe obstcale,,No,No,Retail
Not Green,5,17,Domestic,Minor obstcale,,No,No,Retail
Not Green,5,23,Domestic,Moderate obstcale,,No,No,Retail
Not Green,6,18,Domestic,No obstcale,,No,No,Retail
Not Green,4,15,Domestic,No obstcale,,No,No,Retail
Not Green,6,20,Domestic,Moderate obstcale,,No,No,Retail
Not Green,2,28,Domestic,Severe obstcale,,No,No,Retail
Not Green,4,20,Domestic,No obstcale,,No,No,Retail
Not Green,5,17,Domestic,No obstcale,,No,No,Retail
Not Green,5,27,Domestic,Moderate obstcale,,No,No,Retail
Not Green,79,23,Domestic,Moderate obstcale,,No,No,Retail
Not Green,4,30,Domestic,Minor obstcale,,No,No,Retail
Not Green,1,2,Domestic,Major obstcale,,No,No,Retail
Not Green,7,19,Foreign,No obstcale,,No,No,Hotel and restaurants
Not Green,28,15,Domestic,Moderate obstcale,,No,No,Services
Not Green,9,25,Domestic,Minor obstcale,,No,No,Services
Not Green,15,10,Domestic,Major obstcale,,No,Yes,Food
Not Green,76,22,Domestic,Minor obstcale,,No,Yes,Food
Not Green,4,22,Domestic,Minor obstcale,,No,Yes,Food
Not Green,8,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,14,30,Domestic,Minor obstcale,,No,Yes,Garments
Not Green,12,10,Domestic,No obstcale,,No,Yes,Garments
Not Green,26,11,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,18,21,Domestic,No obstcale,,No,Yes,Wholesale
Not Green,3,8,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,22,10,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,30,12,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,8,14,Domestic,Major obstcale,,No,Yes,Construction
Not Green,5,9,Domestic,Severe obstcale,,No,Yes,Construction
Not Green,8,17,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,16,21,Domestic,Major obstcale,,No,Yes,Construction
Not Green,5,11,Foreign,Major obstcale,,No,Yes,Retail
Not Green,30,15,Domestic,Moderate obstcale,,No,Yes,Wholesale
Not Green,8,13,Domestic,Major obstcale,,No,No,Construction
Not Green,50,10,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,83,20,Domestic,Minor obstcale,,No,Yes,Food
Not Green,4,22,Domestic,Minor obstcale,,No,Yes,Construction
Not Green,30,17,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,3,25,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,8,18,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,1,6,Domestic,No obstcale,,No,Yes,Hotel and restaurants
Not Green,18,19,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,1,19,Domestic,Moderate obstcale,,No,No,Construction
Not Green,5,6,Domestic,Moderate obstcale,,No,Yes,Services
Not Green,11,14,Domestic,Minor obstcale,,No,Yes,Services
Not Green,18,16,Domestic,Major obstcale,,No,Yes,Construction
Not Green,12,9,Domestic,No obstcale,,No,No,Services
Not Green,5,1,Domestic,Moderate obstcale,,No,Yes,Services
Not Green,10,13,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,5,13,Domestic,No obstcale,,No,Yes,Food
Not Green,16,6,Domestic,Moderate obstcale,,No,Yes,Food
Not Green,77,12,Domestic,No obstcale,,No,Yes,Food
Not Green,30,20,Domestic,Major obstcale,,No,Yes,Food
Not Green,26,13,Domestic,Moderate obstcale,,No,Yes,Food
Not Green,8,17,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,5,29,Domestic,Moderate obstcale,,No,No,Garments
Not Green,31,15,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,20,10,Domestic,Minor obstcale,,No,Yes,Construction
Not Green,8,10,Domestic,Minor obstcale,,No,No,Retail
Not Green,72,18,Domestic,Minor obstcale,,No,Yes,Wholesale
Not Green,5,39,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,9,14,Domestic,No obstcale,,No,Yes,Retail
Not Green,5,14,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,18,18,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,15,16,Domestic,Minor obstcale,,No,Yes,Hotel and restaurants
Not Green,9,25,Domestic,Major obstcale,,No,Yes,Retail
Not Green,73,20,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,5,20,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,170,22,Domestic,Moderate obstcale,,No,Yes,Services
Not Green,138,16,Domestic,No obstcale,,No,Yes,Retail
Not Green,17,13,Domestic,Major obstcale,,No,Yes,Construction
Not Green,181,16,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,24,7,Domestic,Minor obstcale,,No,Yes,Construction
Not Green,23,10,Domestic,Major obstcale,,No,No,Construction
Not Green,49,9,Domestic,Major obstcale,,No,Yes,Construction
Not Green,49,25,Domestic,Minor obstcale,,No,Yes,Construction
Not Green,36,40,Domestic,Minor obstcale,,No,Yes,Construction
Not Green,5,7,Domestic,Minor obstcale,,No,Yes,Construction
Not Green,11,15,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,25,26,Domestic,Major obstcale,,No,Yes,Construction
Not Green,5,20,Domestic,Minor obstcale,,No,No,Services
Not Green,9,14,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,10,10,Foreign,No obstcale,,No,Yes,Construction
Not Green,5,6,Domestic,Moderate obstcale,,No,Yes,Wholesale
Not Green,10,11,Domestic,Severe obstcale,,No,No,Hotel and restaurants
Not Green,18,15,Domestic,Moderate obstcale,,No,Yes,Services
Not Green,8,14,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,24,15,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,20,5,Domestic,Major obstcale,,No,Yes,Construction
Not Green,112,13,Domestic,Minor obstcale,,No,Yes,Services
Not Green,34,13,Domestic,Major obstcale,,No,Yes,Construction
Not Green,110,14,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,70,46,Domestic,No obstcale,,No,No,Food
Not Green,30,20,Domestic,Moderate obstcale,,No,No,Food
Not Green,30,12,Domestic,Moderate obstcale,,No,No,Food
Not Green,24,14,Domestic,Minor obstcale,,No,Yes,Food
Not Green,89,50,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,8,32,Domestic,No obstcale,,No,No,Food
Not Green,29,40,Domestic,No obstcale,,No,No,Food
Not Green,145,35,Domestic,Moderate obstcale,,No,No,Food
Not Green,23,12,Domestic,Moderate obstcale,,No,No,Food
Not Green,70,19,Domestic,Minor obstcale,,No,No,Food
Not Green,110,50,Domestic,No obstcale,,No,No,Food
Not Green,57,36,Domestic,No obstcale,,No,Yes,Food
Not Green,87,25,Domestic,Minor obstcale,,No,Yes,Food
Not Green,42,22,Domestic,Moderate obstcale,,No,Yes,Food
Not Green,5,40,Domestic,Minor obstcale,,No,No,Food
Not Green,52,36,Domestic,Major obstcale,,No,No,Food
Not Green,5,25,Domestic,Major obstcale,,No,No,Food
Not Green,7,30,Domestic,No obstcale,,No,No,Food
Not Green,6,9,Domestic,Moderate obstcale,,No,Yes,Food
Not Green,8,11,Domestic,Moderate obstcale,,No,No,Food
Not Green,7,15,Domestic,Moderate obstcale,,No,No,Food
Not Green,15,24,Domestic,Major obstcale,,No,No,Food
Not Green,6,15,Domestic,Moderate obstcale,,No,No,Food
Not Green,23,51,Domestic,Moderate obstcale,,No,No,Food
Not Green,40,35,Domestic,Moderate obstcale,,No,No,Food
Not Green,10,50,Domestic,Major obstcale,,No,No,Food
Not Green,7,20,Domestic,Major obstcale,,No,No,Food
Not Green,5,15,Domestic,Major obstcale,,No,Yes,Food
Not Green,10,26,Domestic,Major obstcale,,No,No,Food
Not Green,7,17,Domestic,Moderate obstcale,,No,No,Retail
Not Green,25,36,Domestic,Moderate obstcale,,No,No,Food
Not Green,8,30,Domestic,No obstcale,,No,Yes,Food
Not Green,6,16,Domestic,Moderate obstcale,,No,Yes,Food
Not Green,12,36,Domestic,Moderate obstcale,,No,No,Food
Not Green,8,15,Domestic,Minor obstcale,,No,No,Food
Not Green,55,30,Domestic,Minor obstcale,,No,Yes,Food
Not Green,250,35,Domestic,Moderate obstcale,,No,No,Food
Not Green,60,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,105,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,3,Domestic,Moderate obstcale,,No,No,Retail
Not Green,73,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,105,50,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,31,30,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,47,15,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,82,35,Domestic,Moderate obstcale,,No,No,Garments
Not Green,6,15,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,243,12,Domestic,No obstcale,,No,No,Manufacturing
Not Green,5,36,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,90,30,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,12,15,Domestic,No obstcale,,No,No,Wholesale
Not Green,10,13,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,75,15,Domestic,No obstcale,,No,No,Manufacturing
Not Green,43,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,12,50,Domestic,Severe obstcale,,No,No,Garments
Not Green,10,25,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,160,17,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,8,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,147,25,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,24,12,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,96,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,45,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,49,27,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,11,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,113,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,64,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,46,23,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,58,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,30,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,15,32,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,60,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,11,11,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,6,10,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,22,30,Domestic,Major obstcale,,No,No,Garments
Not Green,210,19,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,50,25,Domestic,Major obstcale,,No,No,Garments
Not Green,150,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,60,28,Domestic,No obstcale,,No,No,Manufacturing
Not Green,50,10,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,13,40,Domestic,No obstcale,,No,No,Manufacturing
Not Green,43,25,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,31,25,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,8,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,250,40,Domestic,No obstcale,,No,No,Manufacturing
Not Green,27,17,Domestic,Severe obstcale,,No,Yes,Garments
Not Green,40,30,Domestic,Moderate obstcale,,No,No,Garments
Not Green,210,22,Domestic,Moderate obstcale,,No,No,Garments
Not Green,35,14,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,18,50,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,150,28,Domestic,Moderate obstcale,,No,No,Garments
Not Green,160,27,Foreign,Moderate obstcale,,No,No,Garments
Not Green,40,11,Domestic,Major obstcale,,No,No,Garments
Not Green,12,20,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,82,37,Domestic,Moderate obstcale,,No,No,Garments
Not Green,32,21,Domestic,Moderate obstcale,,No,No,Garments
Not Green,5,24,Domestic,Major obstcale,,No,No,Garments
Not Green,5,28,Domestic,Moderate obstcale,,No,No,Garments
Not Green,170,22,Domestic,Moderate obstcale,,No,No,Garments
Not Green,18,13,Domestic,Major obstcale,,No,No,Garments
Not Green,26,30,Domestic,No obstcale,,No,No,Garments
Not Green,11,20,Domestic,No obstcale,,No,Yes,Garments
Not Green,224,50,Domestic,Moderate obstcale,,No,No,Garments
Not Green,20,22,Domestic,Moderate obstcale,,No,No,Garments
Not Green,162,35,Domestic,Severe obstcale,,No,No,Garments
Not Green,18,21,Domestic,Major obstcale,,No,No,Garments
Not Green,13,22,Domestic,Moderate obstcale,,No,No,Garments
Not Green,5,35,Domestic,Major obstcale,,No,No,Garments
Not Green,5,30,Domestic,Minor obstcale,,No,No,Garments
Not Green,46,17,Domestic,Moderate obstcale,,No,No,Garments
Not Green,24,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,64,13,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,35,20,Domestic,Minor obstcale,,No,No,Garments
Not Green,112,19,Domestic,Major obstcale,,No,Yes,Garments
Not Green,159,20,Domestic,No obstcale,,No,Yes,Garments
Not Green,65,35,Domestic,Moderate obstcale,,No,No,Garments
Not Green,195,27,Domestic,Moderate obstcale,,No,No,Garments
Not Green,43,12,Domestic,Moderate obstcale,,No,No,Garments
Not Green,15,20,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,5,20,Domestic,Severe obstcale,,No,No,Garments
Not Green,58,15,Domestic,Major obstcale,,No,Yes,Garments
Not Green,119,27,Domestic,Minor obstcale,,No,Yes,Garments
Not Green,92,36,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,140,21,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,17,18,Domestic,Severe obstcale,,No,No,Garments
Not Green,126,20,Domestic,Minor obstcale,,No,Yes,Garments
Not Green,43,12,Domestic,Moderate obstcale,,No,No,Garments
Not Green,35,21,Domestic,Moderate obstcale,,No,No,Garments
Not Green,27,28,Domestic,Moderate obstcale,,No,No,Garments
Not Green,10,45,Domestic,Major obstcale,,No,No,Garments
Not Green,45,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,180,22,Domestic,No obstcale,,No,No,Garments
Not Green,7,30,Domestic,Major obstcale,,No,No,Garments
Not Green,70,20,Domestic,Moderate obstcale,,No,No,Garments
Not Green,30,20,Domestic,Severe obstcale,,No,No,Garments
Not Green,72,23,Domestic,Moderate obstcale,,No,No,Garments
Not Green,10,32,Domestic,Severe obstcale,,No,No,Garments
Not Green,11,14,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,6,13,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,102,25,Domestic,Moderate obstcale,,No,Yes,Garments
Not Green,84,40,Domestic,Moderate obstcale,,No,No,Garments
Not Green,13,20,Domestic,Major obstcale,,No,No,Garments
Not Green,86,30,Foreign,Moderate obstcale,,No,No,Garments
Not Green,15,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,45,45,Domestic,No obstcale,,No,No,Manufacturing
Not Green,22,15,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,45,21,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,7,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,25,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,57,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,26,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,17,17,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,82,40,Domestic,No obstcale,,No,No,Manufacturing
Not Green,20,21,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,11,31,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,5,7,Domestic,Moderate obstcale,,No,Yes,Food
Not Green,7,15,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,20,45,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,16,Domestic,No obstcale,,No,No,Manufacturing
Not Green,31,40,Domestic,Moderate obstcale,,No,No,Retail
Not Green,210,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,89,16,Domestic,No obstcale,,No,No,Manufacturing
Not Green,210,50,Foreign,Moderate obstcale,,No,No,Manufacturing
Not Green,114,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,22,10,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,6,20,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,22,22,Domestic,Major obstcale,,No,Yes,Manufacturing
Not Green,12,17,Domestic,No obstcale,,No,No,Manufacturing
Not Green,9,20,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,230,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,21,12,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,20,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,134,35,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,30,40,Domestic,No obstcale,,No,No,Manufacturing
Not Green,12,26,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,107,30,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,37,35,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,37,40,Domestic,Major obstcale,,No,Yes,Manufacturing
Not Green,24,25,Domestic,Major obstcale,,No,Yes,Manufacturing
Not Green,45,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,24,40,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,20,50,Domestic,Moderate obstcale,,No,Yes,Retail
Not Green,69,18,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,80,40,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,80,42,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,23,35,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,40,8,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,85,29,Domestic,No obstcale,,No,Yes,Food
Not Green,126,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,113,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,23,10,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,32,11,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,20,15,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,7,14,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,31,30,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,6,19,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,18,Domestic,Moderate obstcale,,No,No,Services
Not Green,37,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,15,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,105,40,Domestic,No obstcale,,No,No,Manufacturing
Not Green,12,19,Domestic,Major obstcale,,No,Yes,Manufacturing
Not Green,19,25,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,20,35,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,23,16,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,8,10,Domestic,Moderate obstcale,,No,No,Retail
Not Green,25,30,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,7,22,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,6,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,70,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,65,28,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,3,16,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,9,32,Domestic,No obstcale,,No,No,Manufacturing
Not Green,28,10,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,150,20,Domestic,No obstcale,,No,No,Manufacturing
Not Green,150,29,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,32,44,Domestic,No obstcale,,No,No,Manufacturing
Not Green,9,40,Domestic,Major obstcale,,No,Yes,Manufacturing
Not Green,35,15,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,92,30,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,12,12,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,19,40,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,5,25,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,8,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,16,23,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,27,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,25,19,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,38,19,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,132,27,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,7,23,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,5,12,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,122,28,Domestic,No obstcale,,No,Yes,Manufacturing
Not Green,10,24,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,96,23,Domestic,No obstcale,,No,No,Manufacturing
Not Green,5,40,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,13,40,Domestic,Minor obstcale,,No,Yes,Manufacturing
Not Green,17,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,40,Domestic,Severe obstcale,,No,No,Manufacturing
Not Green,5,16,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,250,26,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,30,14,Domestic,No obstcale,,No,No,Manufacturing
Not Green,10,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,26,50,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,40,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,5,30,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,6,11,Domestic,Major obstcale,,No,No,Manufacturing
Not Green,5,50,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,55,20,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,9,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,63,25,Domestic,Major obstcale,,No,No,Garments
Not Green,155,29,Domestic,Minor obstcale,,No,No,Manufacturing
Not Green,95,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,25,30,Domestic,Moderate obstcale,,No,No,Services
Not Green,35,35,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,196,25,Domestic,No obstcale,,No,No,Manufacturing
Not Green,15,20,Domestic,Moderate obstcale,,No,No,Manufacturing
Not Green,9,19,Domestic,Major obstcale,,No,Yes,Manufacturing
Not Green,25,30,Domestic,No obstcale,,No,No,Manufacturing
Not Green,16,20,Domestic,Moderate obstcale,,No,Yes,Manufacturing
Not Green,11,16,Domestic,Major obstcale,,No,No,Construction
Not Green,47,10,Domestic,Minor obstcale,,No,Yes,Construction
Not Green,5,12,Domestic,Moderate obstcale,,No,No,Construction
Not Green,30,40,Domestic,No obstcale,,No,No,Construction
Not Green,10,20,Domestic,Minor obstcale,,No,No,Construction
Not Green,6,19,Domestic,Moderate obstcale,,No,No,Construction
Not Green,25,20,Domestic,Moderate obstcale,,No,No,Construction
Not Green,5,23,Domestic,Moderate obstcale,,No,No,Construction
Not Green,17,18,Domestic,Major obstcale,,No,Yes,Construction
Not Green,35,16,Domestic,Moderate obstcale,,No,No,Construction
Not Green,13,33,Domestic,Moderate obstcale,,No,No,Construction
Not Green,15,28,Domestic,Severe obstcale,,No,Yes,Construction
Not Green,10,17,Domestic,Moderate obstcale,,No,No,Construction
Not Green,14,45,Domestic,Moderate obstcale,,No,No,Construction
Not Green,25,30,Domestic,Major obstcale,,No,No,Construction
Not Green,70,35,Domestic,Moderate obstcale,,No,No,Construction
Not Green,10,10,Domestic,Moderate obstcale,,No,No,Construction
Not Green,15,22,Domestic,Moderate obstcale,,No,Yes,Construction
Not Green,23,52,Domestic,Severe obstcale,,No,No,Construction
Not Green,8,18,Domestic,Major obstcale,,No,No,Services
Not Green,7,25,Domestic,Moderate obstcale,,No,No,Services
Not Green,5,35,Domestic,Moderate obstcale,,No,No,Services
Not Green,12,50,Domestic,No obstcale,,No,No,Services
Not Green,5,7,Domestic,Moderate obstcale,,No,No,Services
Not Green,10,25,Domestic,Minor obstcale,,No,No,Retail
Not Green,32,21,Domestic,Major obstcale,,No,No,Retail
Not Green,11,16,Domestic,Moderate obstcale,,No,No,Wholesale
Not Green,80,25,Domestic,No obstcale,,No,No,Retail
Not Green,5,21,Domestic,Moderate obstcale,,No,No,Retail
Not Green,203,30,Domestic,Major obstcale,,No,No,Retail
Not Green,5,10,Domestic,No obstcale,,No,No,Wholesale
Not Green,85,23,Domestic,Moderate obstcale,,No,No,Retail
Not Green,8,40,Domestic,Minor obstcale,,No,No,Retail
Not Green,11,30,Domestic,Minor obstcale,,No,Yes,Retail
Not Green,100,33,Domestic,Minor obstcale,,No,No,Retail
Not Green,12,19,Domestic,Moderate obstcale,,No,No,Retail
Not Green,7,17,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,25,Domestic,Moderate obstcale,,No,No,Retail
Not Green,9,46,Domestic,Minor obstcale,,No,No,Retail
Not Green,110,30,Domestic,Minor obstcale,,No,No,Retail
Not Green,65,25,Domestic,No obstcale,,No,Yes,Retail
Not Green,5,15,Domestic,Moderate obstcale,,No,No,Retail
Not Green,5,35,Domestic,Moderate obstcale,,No,No,Retail
Not Green,15,16,Domestic,No obstcale,,No,No,Retail
